,location,total_sqft,bath,price,bhk,encoded_loc
6142,Hennur Road,2264.0,3,168.0,3,103
6143,Begur,1100.0,2,55.0,2,42
6144,Chandapura,674.0,1,19.9,2,59
6145,Electronics City Phase 1,1125.0,2,65.0,2,81
6146,Nagavara,1125.0,2,44.5,2,183
6147,others,700.0,2,29.0,2,245
6148,BTM Layout,1300.0,2,75.0,3,27
6149,JP Nagar,1600.0,3,83.0,3,117
6150,Magadi Road,1052.0,2,60.0,3,164
6151, Devarachikkanahalli,1130.0,2,36.0,2,0
6152,BTM 2nd Stage,2200.0,3,220.0,3,26
6153,Electronic City,1500.0,2,63.0,3,79
6154,Gottigere,1230.0,2,52.0,3,88
6155,Haralur Road,1520.0,2,85.0,3,97
6156,Kanakpura Road,525.0,1,26.25,1,136
6157,Hosa Road,1040.0,2,61.0,2,108
6158,others,1300.0,2,67.0,3,245
6159,Old Airport Road,2690.0,4,201.0,4,188
6160,Domlur,780.0,1,70.0,1,76
6161,Panathur,1140.0,2,51.2,2,192
6162,Chandapura,1225.0,3,33.08,3,59
6163,Nagavarapalya,646.0,1,25.84,1,184
6164,Cox Town,1600.0,3,150.0,3,66
6165,Kadugodi,1890.0,4,125.0,3,125
6166,Whitefield,1458.0,2,62.0,3,239
6167,Green Glen Layout,1970.0,3,160.0,3,89
6168,Whitefield,1808.0,4,80.0,3,239
6169,Balagere,1007.0,2,67.0,2,29
6170,Doddathoguru,1105.0,2,50.0,2,74
6171,Lakshminarayana Pura,1700.0,3,150.0,3,162
6172,Raja Rajeshwari Nagar,1170.0,2,50.0,2,198
6173,Chandapura,1080.0,2,45.0,2,59
6174,Kaggalipura,1150.0,2,62.0,3,127
6175,Ramamurthy Nagar,1200.0,2,57.9,2,202
6176,Kudlu Gate,1656.0,3,75.0,3,157
6177,KR Puram,1040.0,2,50.0,2,123
6178,Hosur Road,1085.0,2,33.7,2,111
6179,others,1215.0,2,49.75,3,245
6180,NRI Layout,2150.0,4,115.0,4,178
6181,Panathur,1210.0,2,77.0,2,192
6182,others,1050.0,2,55.0,2,245
6183,Mysore Road,947.55,2,80.0,2,176
6184,Malleshpalya,1421.0,2,90.0,2,168
6185,Old Madras Road,1425.0,2,74.31,3,189
6186,Budigere,1162.0,2,58.0,2,56
6187,Whitefield,905.0,1,60.0,1,239
6188,Sarjapur  Road,914.0,2,32.0,2,208
6189,others,1258.0,2,58.0,2,245
6190,Hormavu,3500.0,4,289.0,4,107
6191,Whitefield,1537.0,2,70.0,3,239
6192,Chikkalasandra,1230.0,2,53.51,3,63
6193,Malleshwaram,2250.0,3,200.0,3,169
6194,Hosur Road,2000.0,4,69.0,4,111
6195,Indira Nagar,3200.0,3,250.0,4,116
6196,Anjanapura,950.0,2,32.0,2,20
6197,Marathahalli,4000.0,4,200.0,4,170
6198,Yelahanka,1282.0,2,48.72,3,241
6199,Banashankari Stage III,1304.0,2,111.0,2,32
6200,7th Phase JP Nagar,2100.0,3,200.0,3,8
6201,Jakkur,1220.0,2,49.0,3,118
6202,7th Phase JP Nagar,1415.0,3,65.0,3,8
6203,Green Glen Layout,1728.0,3,125.0,3,89
6204,Yelahanka,3990.0,4,260.0,4,241
6205,Kasavanhalli,1495.0,2,83.0,2,139
6206,Yeshwanthpur,2501.0,3,138.0,3,244
6207,Kanakpura Road,381.0,1,28.0,1,136
6208,Hennur Road,2002.0,3,120.0,3,103
6209,others,3200.0,3,260.0,3,245
6210,Banjara Layout,1200.0,2,70.0,2,36
6211,Bommasandra,1942.0,3,90.0,3,52
6212,Electronics City Phase 1,1522.5,2,60.75,3,81
6213,others,1450.0,3,90.0,3,245
6214,Electronic City,1039.0,2,50.0,2,79
6215,Old Madras Road,1210.0,2,80.0,2,189
6216,Attibele,995.0,1,24.88,2,23
6217,Yelahanka,1620.0,3,90.0,3,241
6218,Hebbal Kempapura,3408.0,3,260.0,3,100
6219,Marathahalli,1314.0,2,55.0,2,170
6220,Bisuvanahalli,945.0,2,33.0,2,50
6221,Nehru Nagar,1374.0,3,72.0,3,186
6222,Kanakpura Road,1603.0,3,113.0,3,136
6223,Kengeri,1230.0,2,52.0,3,144
6224,others,670.0,1,50.0,1,245
6225,Sarjapur  Road,1864.0,3,105.0,4,208
6226,Hosa Road,2500.0,3,100.0,3,108
6227,Raja Rajeshwari Nagar,1625.0,2,54.0,3,198
6228,Whitefield,1186.0,2,55.0,2,239
6229,Electronic City,770.0,1,39.9,2,79
6230,Varthur,1085.0,2,45.0,2,231
6231,Dodsworth Layout,1893.0,3,115.0,3,75
6232,Kundalahalli,1496.0,2,78.0,3,159
6233,Electronics City Phase 1,1550.0,2,82.0,3,81
6234,Marathahalli,1200.0,2,58.17,3,170
6235,Electronic City Phase II,1286.0,2,69.0,2,80
6236,Hebbal,1860.0,3,95.0,3,99
6237,Haralur Road,1243.0,2,45.0,2,97
6238,Brookefield,1200.0,2,75.0,2,55
6239,Sarjapur,1044.0,2,32.0,2,207
6240,7th Phase JP Nagar,1040.0,2,41.59,2,8
6241,8th Phase JP Nagar,1125.0,2,36.94,2,9
6242,Subramanyapura,1278.0,2,59.0,3,219
6243,others,2400.0,6,98.0,6,245
6244,others,1250.0,2,43.0,2,245
6245,Vijayanagar,2400.0,6,125.0,5,235
6246,Lakshminarayana Pura,1210.0,2,75.0,2,162
6247,8th Phase JP Nagar,1200.0,3,110.0,4,9
6248,Sarjapur  Road,1157.0,2,57.84,3,208
6249,Raja Rajeshwari Nagar,1185.0,2,51.15,2,198
6250,Kalena Agrahara,1450.0,3,100.0,3,129
6251,Old Madras Road,1859.0,3,121.0,3,189
6252,Attibele,900.0,1,25.0,2,23
6253,Ramamurthy Nagar,1305.0,3,60.0,3,202
6254,others,1200.0,2,100.0,3,245
6255,Thanisandra,784.0,1,35.285,1,223
6256,Kasavanhalli,5000.0,2,400.0,2,139
6257,Sarjapur  Road,1150.0,2,36.8,2,208
6258,Whitefield,1806.0,3,85.0,3,239
6259,Kudlu,1027.0,2,42.0,2,156
6260,Uttarahalli,1002.0,2,40.08,2,230
6261,Electronic City Phase II,1220.0,2,36.21,3,80
6262,Whitefield,1109.0,2,35.22,2,239
6263,Hennur Road,1232.0,2,69.6,2,103
6264,Kalyan nagar,1250.0,2,65.0,2,131
6265,Raja Rajeshwari Nagar,1255.0,2,53.87,2,198
6266,Akshaya Nagar,1434.0,3,84.0,3,13
6267,Doddathoguru,925.0,2,30.0,2,74
6268,Jakkur,1858.0,3,123.0,3,118
6269,others,1205.0,2,70.0,2,245
6270,others,1500.0,3,90.0,3,245
6271,Thanisandra,965.0,2,56.0,2,223
6272,Battarahalli,1636.0,2,82.89,2,41
6273,Whitefield,1216.0,2,67.0,2,239
6274,Yelahanka,654.0,1,36.25,1,241
6275,others,1190.0,2,41.0,2,245
6276,Budigere,1636.0,3,92.0,3,56
6277,Hennur Road,1195.0,2,73.0,2,103
6278,Nagavara,2400.0,3,251.0,3,183
6279,others,1250.0,2,67.0,2,245
6280,Whitefield,1452.0,3,90.0,3,239
6281,Thanisandra,1546.0,3,95.0,3,223
6282,Naganathapura,2260.0,3,80.0,2,179
6283,others,2700.0,3,90.0,4,245
6284,JP Nagar,3000.0,3,150.0,4,117
6285,others,375.0,1,26.0,1,245
6286,Balagere,1007.0,2,66.0,2,29
6287,Kanakpura Road,1576.0,1,125.0,1,136
6288,Hennur Road,1020.0,2,47.0,2,103
6289,others,800.0,3,59.5,2,245
6290,Marathahalli,1125.0,2,55.0,2,170
6291,others,909.0,2,43.0,3,245
6292,Whitefield,2850.0,5,240.0,4,239
6293,Dodsworth Layout,1400.0,2,85.0,2,75
6294,Kadugodi,1152.0,2,61.0,2,125
6295,Subramanyapura,958.0,2,34.49,2,219
6296,Bellandur,1310.0,2,85.0,2,44
6297,Hosur Road,1590.0,2,126.0,3,111
6298,Green Glen Layout,1645.0,3,110.0,3,89
6299,others,1800.0,2,100.0,3,245
6300,Thanisandra,1795.0,3,150.0,3,223
6301,Thanisandra,777.0,1,38.535,1,223
6302,Kalkere,925.0,2,70.0,2,130
6303,Basavangudi,1542.14,3,120.0,3,39
6304,Thanisandra,1430.0,2,54.0,3,223
6305,Bommanahalli,1020.0,2,55.0,2,51
6306,Electronic City Phase II,1140.0,2,32.92,2,80
6307,Anekal,967.0,2,45.0,3,19
6308,Hebbal,2470.0,4,203.0,4,99
6309,others,850.0,1,35.5,2,245
6310,others,1100.0,2,32.0,2,245
6311,Thanisandra,1697.0,3,110.0,3,223
6312,Varthur,1250.0,2,47.0,2,231
6313,Gottigere,1120.0,2,50.0,2,88
6314,NRI Layout,1200.0,4,95.0,4,178
6315,Hennur Road,5100.0,6,375.0,5,103
6316,Hebbal,1200.0,2,52.0,2,99
6317, Devarachikkanahalli,1417.0,2,76.0,3,0
6318,Thanisandra,1492.0,3,88.0,3,223
6319,Devanahalli,1498.0,3,79.15,3,70
6320,others,3500.0,2,350.0,4,245
6321,Kundalahalli,1010.0,2,48.27,2,159
6322,Channasandra,1050.0,2,35.0,2,60
6323,Hegde Nagar,1847.0,3,125.0,3,101
6324,others,1200.0,2,55.0,2,245
6325,Bellandur,982.0,2,37.28,2,44
6326,Hegde Nagar,2144.6,4,145.0,3,101
6327,Kengeri,750.0,2,36.5,2,144
6328,Electronic City,919.0,2,35.0,2,79
6329,Budigere,1087.0,2,54.3,2,56
6330,others,1480.0,3,74.0,3,245
6331,Tindlu,1180.0,2,52.0,2,227
6332,Jigani,1221.0,3,65.0,3,121
6333,Thanisandra,2072.0,3,122.0,3,223
6334,Whitefield,1600.0,3,69.0,3,239
6335,Sahakara Nagar,2200.0,3,98.0,3,204
6336,Kaikondrahalli,1253.0,2,81.5,2,128
6337,Hennur Road,1061.0,2,54.92,2,103
6338,Marathahalli,1950.0,3,115.0,3,170
6339,Marathahalli,1250.0,2,68.0,2,170
6340,Hennur Road,1585.0,2,80.0,3,103
6341,Kammasandra,1015.0,2,37.0,2,134
6342,Marathahalli,1125.0,2,56.8,2,170
6343,Electronic City Phase II,1116.0,2,40.0,2,80
6344,others,400.0,1,35.0,1,245
6345,Kasavanhalli,4000.0,4,325.0,4,139
6346,Old Madras Road,1300.0,2,100.0,2,189
6347,Raja Rajeshwari Nagar,1419.0,2,60.42,2,198
6348,others,1310.0,2,55.0,3,245
6349,Thigalarapalya,2072.0,4,152.0,3,224
6350,Kaggadasapura,1240.0,2,58.58,2,126
6351,Chamrajpet,1565.0,3,98.91,3,58
6352,Budigere,1820.0,3,89.0,3,56
6353,Gubbalala,2500.0,3,88.0,3,90
6354,KR Puram,3657.0,5,310.0,5,123
6355,Hosa Road,1245.0,2,62.0,2,108
6356,GM Palaya,1315.0,3,65.0,3,83
6357,Kenchenahalli,1410.0,2,73.0,3,143
6358,Dasarahalli,1375.0,2,60.0,2,69
6359,Old Madras Road,1299.0,2,95.0,2,189
6360,others,993.0,2,45.5,2,245
6361,Bommasandra Industrial Area,1200.0,3,45.0,2,53
6362,others,2400.0,5,180.0,4,245
6363,Hoodi,1655.0,3,131.0,3,104
6364,Whitefield,2830.0,5,190.0,4,239
6365,others,6000.0,1,276.0,1,245
6366,others,825.0,2,40.0,1,245
6367,Begur Road,1634.0,3,111.0,3,43
6368,Banaswadi,1222.0,2,80.0,2,35
6369,Gottigere,1500.0,3,63.0,3,88
6370,Akshaya Nagar,1890.0,4,100.0,3,13
6371,Hulimavu,850.0,1,39.5,2,112
6372,Whitefield,1295.0,2,78.5,2,239
6373,Sarjapur  Road,1320.0,2,100.0,2,208
6374,2nd Stage Nagarbhavi,3000.0,3,170.0,4,4
6375,Harlur,1197.0,2,82.0,2,98
6376,others,1320.0,2,60.0,3,245
6377,Whitefield,840.0,1,57.6,1,239
6378,Whitefield,640.0,1,19.83,1,239
6379,Raja Rajeshwari Nagar,1693.0,3,71.38,3,198
6380,Kodihalli,1000.0,2,62.0,2,150
6381,Babusapalaya,1305.0,2,70.0,2,28
6382,Kodichikkanahalli,450.0,1,18.0,1,147
6383,CV Raman Nagar,705.0,1,57.0,1,57
6384,Tumkur Road,4800.0,5,150.0,5,228
6385,Gubbalala,5000.0,4,425.0,4,90
6386,Whitefield,1991.0,3,104.0,3,239
6387,Battarahalli,1779.0,3,90.0,3,41
6388,Banaswadi,870.0,2,38.0,2,35
6389,Thanisandra,1595.0,3,120.0,3,223
6390,Iblur Village,2000.0,4,138.0,3,115
6391,Yelahanka,1614.0,3,93.0,3,241
6392,Gottigere,1200.0,2,40.0,2,88
6393,Electronic City Phase II,1150.0,3,46.0,3,80
6394,Sonnenahalli,1610.0,3,80.48,3,218
6395,Whitefield,1190.0,2,41.0,2,239
6396,others,1050.0,2,50.0,2,245
6397,others,4800.0,5,420.0,4,245
6398,7th Phase JP Nagar,1460.0,2,97.0,3,8
6399,Naganathapura,600.0,1,33.0,1,179
6400,others,1569.0,3,70.0,3,245
6401,others,2600.0,3,147.0,3,245
6402,Electronics City Phase 1,645.0,1,42.5,1,81
6403,Mico Layout,800.0,2,80.0,2,173
6404,Marathahalli,1350.0,2,90.0,2,170
6405,others,1410.0,2,45.12,3,245
6406,Whitefield,1109.0,2,35.47,2,239
6407,others,800.0,1,72.0,1,245
6408,Bannerghatta Road,1215.0,2,68.0,2,38
6409,Prithvi Layout,2273.0,4,192.0,3,195
6410,Varthur Road,1255.0,2,52.76,2,232
6411,others,1020.0,2,49.0,2,245
6412,others,1225.0,2,82.0,3,245
6413,Singasandra,1120.0,2,60.0,2,215
6414,Kasavanhalli,1225.0,2,69.0,3,139
6415,Whitefield,5200.0,5,242.0,4,239
6416,Sarjapur  Road,1984.0,4,145.0,3,208
6417,Old Madras Road,2425.0,3,197.0,3,189
6418,Bommasandra,1127.0,2,45.0,2,52
6419,Whitefield,1655.0,3,97.0,3,239
6420,Varthur,1200.0,3,68.38,3,231
6421,Kaggadasapura,1000.0,2,43.0,2,126
6422,CV Raman Nagar,1225.0,2,47.88,2,57
6423,Hormavu,1350.0,2,45.0,2,107
6424,Sahakara Nagar,1175.0,2,49.0,2,204
6425,others,655.0,1,27.0,1,245
6426,Hosa Road,1311.0,2,84.86,3,108
6427,CV Raman Nagar,1000.0,2,38.5,2,57
6428,others,1196.0,2,96.0,2,245
6429,Kanakpura Road,1050.0,2,59.0,3,136
6430,Somasundara Palya,1275.0,2,52.0,3,216
6431,others,927.0,2,50.0,2,245
6432,Varthur,1520.0,2,61.0,3,231
6433,Hebbal,1333.0,2,104.0,2,99
6434,others,600.0,1,18.0,1,245
6435,Abbigere,1326.0,2,34.8,3,12
6436,Sarjapur  Road,1773.5,2,85.125,3,208
6437,Koramangala,1370.0,2,125.0,2,153
6438,Koramangala,1100.0,2,85.0,2,153
6439,Haralur Road,1650.0,3,100.0,3,97
6440,Kasavanhalli,1917.0,3,132.0,3,139
6441,Billekahalli,950.0,2,58.11,2,48
6442,others,1175.0,2,48.72,2,245
6443,8th Phase JP Nagar,1089.0,2,43.55,2,9
6444,Kalena Agrahara,1804.0,3,175.0,3,129
6445,Hoodi,1257.0,2,68.5,2,104
6446,Sarjapur,650.0,1,19.87,1,207
6447,Whitefield,1850.0,3,150.0,3,239
6448,others,2800.0,4,200.0,4,245
6449,Vidyaranyapura,945.0,2,40.0,2,234
6450,Koramangala,1161.0,2,63.85,2,153
6451,Banashankari Stage V,1630.0,3,51.35,3,33
6452,Jalahalli,1310.0,2,60.0,3,119
6453,others,750.0,2,28.0,2,245
6454,Whitefield,1200.0,3,67.77,3,239
6455,others,1000.0,2,45.0,2,245
6456,Old Madras Road,4000.0,4,225.0,4,189
6457,Nagavara,1315.0,2,70.0,2,183
6458,Sahakara Nagar,1370.0,2,90.0,3,204
6459,Bellandur,1465.0,3,90.0,2,44
6460,JP Nagar,20000.0,3,175.0,3,117
6461,Padmanabhanagar,1250.0,2,70.0,3,190
6462,Horamavu Agara,1284.0,2,75.0,3,105
6463,Hebbal,2600.0,3,199.0,3,99
6464,Kodigehalli,1820.0,3,150.0,3,149
6465,Haralur Road,1580.0,3,73.0,3,97
6466,Akshaya Nagar,2650.0,3,125.0,3,13
6467,Uttarahalli,1075.0,2,40.0,2,230
6468,R.T. Nagar,1400.0,2,78.0,3,196
6469,Subramanyapura,1400.0,2,55.0,3,219
6470,Bisuvanahalli,845.0,2,30.0,2,50
6471,Hegde Nagar,2600.0,4,40.0,4,101
6472,others,800.0,2,85.0,2,245
6473,Gunjur,1175.0,2,43.48,2,91
6474,Bellandur,1767.0,3,109.0,3,44
6475,Sarjapur  Road,1800.0,3,90.0,4,208
6476,Rajaji Nagar,1613.0,3,150.0,3,199
6477,Whitefield,1290.0,2,90.0,2,239
6478,Kasavanhalli,1375.0,2,78.0,2,139
6479,others,985.0,2,57.0,2,245
6480,Singasandra,1099.0,2,37.5,2,215
6481,Electronic City,605.0,1,13.31,1,79
6482,Marathahalli,1200.0,2,53.0,2,170
6483,Hulimavu,1000.0,2,45.0,2,112
6484,Electronic City,1159.0,2,38.0,3,79
6485,Sarjapur  Road,3692.0,5,340.0,5,208
6486,BTM Layout,1540.0,2,78.0,3,27
6487,others,1503.0,2,93.0,3,245
6488,Ambedkar Nagar,1850.0,4,120.0,3,15
6489,Uttarahalli,1580.0,3,60.0,3,230
6490,Mico Layout,1190.0,2,39.25,2,173
6491,others,1200.0,2,61.0,2,245
6492,Jakkur,850.0,1,19.9,2,118
6493,others,2500.0,2,60.0,3,245
6494,others,1500.0,2,52.0,3,245
6495,Thanisandra,1880.0,3,120.0,3,223
6496,Padmanabhanagar,1150.0,2,45.0,2,190
6497,Kasavanhalli,4408.0,4,344.0,4,139
6498,Sarjapur  Road,7800.0,6,385.0,5,208
6499,Karuna Nagar,1962.0,3,175.0,3,138
6500,others,1765.0,3,77.27,3,245
6501,Attibele,1174.0,2,29.35,2,23
6502,Bannerghatta Road,1894.0,3,115.0,3,38
6503,Sector 7 HSR Layout,1760.0,3,142.0,3,211
6504,others,1768.0,3,95.0,3,245
6505,Kothanur,1790.0,3,97.0,3,155
6506,Kengeri,2540.0,4,160.0,4,144
6507,Mahadevpura,1137.0,2,53.4,2,165
6508,Jakkur,3181.0,2,229.0,4,118
6509,Mysore Road,1568.0,2,100.0,3,176
6510,Devanahalli,4920.0,4,393.5,4,70
6511,AECS Layout,1308.0,2,60.0,2,11
6512,Bisuvanahalli,1200.0,2,41.0,3,50
6513,others,800.0,1,32.0,1,245
6514,Electronic City,530.0,1,13.5,1,79
6515,Subramanyapura,958.0,2,33.53,2,219
6516,Talaghattapura,2273.0,3,159.0,3,222
6517,Thanisandra,760.0,1,50.0,1,223
6518,Dommasandra,1090.0,2,43.5,2,77
6519,Bellandur,2666.0,3,230.0,3,44
6520,Sarjapur  Road,1550.0,2,89.0,3,208
6521,Ramagondanahalli,1251.0,2,50.0,2,201
6522,Electronic City,1070.0,2,53.0,2,79
6523,Kalena Agrahara,1200.0,2,45.0,2,129
6524,CV Raman Nagar,1435.0,2,60.0,3,57
6525,Bommasandra,1400.0,2,45.0,3,52
6526,Judicial Layout,2330.0,3,94.71,4,122
6527,Thanisandra,1200.0,2,60.0,2,223
6528,Panathur,1000.0,2,40.0,2,192
6529,Bannerghatta Road,1655.0,2,62.89,3,38
6530,others,600.0,1,35.0,1,245
6531,Electronics City Phase 1,1175.0,2,50.0,2,81
6532,Uttarahalli,1155.0,2,40.43,2,230
6533,Magadi Road,1200.0,3,98.0,3,164
6534,Budigere,1149.0,2,65.0,2,56
6535,Jakkur,1745.0,2,98.485,3,118
6536,others,1010.0,2,55.0,2,245
6537,Hegde Nagar,1718.0,3,119.0,3,101
6538,others,650.0,1,20.0,2,245
6539,Banashankari,1330.0,2,77.0,2,30
6540,Hormavu,1200.0,2,68.0,2,107
6541,Bannerghatta Road,1693.0,3,89.0,3,38
6542,Thanisandra,1800.0,4,125.0,3,223
6543,Margondanahalli,900.0,2,55.0,2,171
6544,NGR Layout,1020.0,2,46.0,2,177
6545,Amruthahalli,1700.0,3,77.0,3,16
6546,Panathur,661.0,1,40.0,1,192
6547,Bannerghatta Road,1280.0,2,60.16,2,38
6548,Hosur Road,1170.0,2,48.0,2,111
6549,Thanisandra,933.0,2,58.0,1,223
6550,Sarjapur  Road,1150.0,2,44.0,2,208
6551,Rajaji Nagar,1380.0,3,130.0,3,199
6552,Banjara Layout,1050.0,2,64.8,2,36
6553,others,1080.0,2,37.8,2,245
6554,Harlur,1303.0,2,90.0,2,98
6555,Raja Rajeshwari Nagar,1196.0,2,40.54,2,198
6556,Nagarbhavi,2500.0,3,180.0,5,181
6557,Bommanahalli,1250.0,3,41.0,3,51
6558,Akshaya Nagar,1419.0,2,87.0,3,13
6559,Banashankari,1200.0,2,49.0,2,30
6560,7th Phase JP Nagar,1120.0,2,65.0,2,8
6561,Electronics City Phase 1,762.5,1,45.4,1,81
6562,Electronics City Phase 1,1245.0,2,75.0,2,81
6563,others,3978.0,4,428.0,4,245
6564,Channasandra,1093.0,2,34.0,2,60
6565,Electronic City,1025.0,1,26.63,2,79
6566,Hebbal,1345.0,2,97.0,2,99
6567,others,1500.0,2,45.0,2,245
6568,Vijayanagar,1180.0,2,86.0,2,235
6569,others,1800.0,3,85.0,3,245
6570,others,2008.0,3,170.0,3,245
6571,Kothannur,1240.0,2,39.85,3,154
6572,CV Raman Nagar,1020.0,2,55.0,2,57
6573,others,2095.0,3,142.0,3,245
6574,Gunjur,1362.0,3,62.63,3,91
6575,Yelahanka,694.0,1,30.84,1,241
6576,Vittasandra,1404.0,2,70.0,2,238
6577,Electronic City Phase II,1192.0,2,47.0,3,80
6578,Vittasandra,1259.0,2,67.48,2,238
6579,Kengeri,1000.0,2,34.0,2,144
6580,Rachenahalli,985.0,2,49.97,2,197
6581,Indira Nagar,850.0,1,60.0,1,116
6582,Uttarahalli,1650.0,2,50.0,3,230
6583,Sarjapur  Road,1900.0,4,180.0,3,208
6584,Ambedkar Nagar,1367.0,2,86.0,2,15
6585,Rajaji Nagar,1210.0,2,81.0,3,199
6586,others,1190.0,2,48.6,2,245
6587,Sarjapur,1175.0,2,42.0,2,207
6588,Whitefield,1140.0,2,40.0,2,239
6589,Hoskote,1095.0,2,33.6,2,110
6590,Attibele,782.0,1,19.55,1,23
6591,Gubbalala,1435.0,2,80.0,3,90
6592,Choodasandra,725.0,2,36.0,2,64
6593,others,1600.0,2,88.0,3,245
6594,Hosakerehalli,3205.0,4,300.0,4,109
6595,Nehru Nagar,1674.0,3,90.0,3,186
6596,Kanakpura Road,1703.0,3,130.0,3,136
6597,Padmanabhanagar,1350.0,3,71.55,3,190
6598,Horamavu Agara,1145.0,2,41.21,2,105
6599,7th Phase JP Nagar,1100.0,3,60.0,2,8
6600,Sarjapur  Road,2425.0,5,201.0,4,208
6601,Kothanur,2700.0,4,175.0,4,155
6602,Kanakpura Road,1600.0,3,90.0,3,136
6603,Hosakerehalli,3033.0,4,326.0,4,109
6604,Pai Layout,780.0,2,72.0,2,191
6605,Banashankari Stage II,1250.0,2,110.0,2,31
6606,Horamavu Agara,1250.0,4,100.0,4,105
6607,Laggere,620.0,2,48.0,1,161
6608,Raja Rajeshwari Nagar,1630.0,3,60.65,3,198
6609,Hennur Road,1020.0,2,45.0,2,103
6610,Hosakerehalli,1410.0,2,53.58,3,109
6611,Bhoganhalli,1181.7,2,100.0,2,47
6612,KR Puram,1200.0,4,83.0,4,123
6613,Banaswadi,1200.0,2,60.0,2,35
6614,Old Airport Road,1050.0,2,50.0,2,188
6615,Whitefield,1356.0,2,94.84,2,239
6616,Whitefield,1338.0,2,103.0,2,239
6617,others,500.0,1,20.0,1,245
6618,others,1280.0,2,100.0,3,245
6619,Raja Rajeshwari Nagar,1531.0,3,51.77,3,198
6620,Anekal,620.0,1,23.5,2,19
6621,8th Phase JP Nagar,1605.0,2,65.0,3,9
6622,Thanisandra,1917.0,3,110.0,3,223
6623,Sarjapur  Road,1400.0,3,55.0,3,208
6624,Thubarahalli,2625.0,3,175.0,3,225
6625,Hennur Road,2041.0,3,128.0,3,103
6626,Sarjapur  Road,2070.0,4,160.0,3,208
6627,Hebbal,1110.0,3,59.0,3,99
6628,others,1650.0,3,110.0,3,245
6629,Ambedkar Nagar,3565.0,4,255.0,4,15
6630,Varthur Road,1033.0,2,30.47,3,232
6631,HSR Layout,1142.0,2,65.0,2,96
6632,others,1500.0,2,75.0,3,245
6633,Electronic City Phase II,1502.0,3,50.0,3,80
6634,others,1176.0,2,45.0,3,245
6635,Hosa Road,1063.0,2,32.8,2,108
6636,Kammanahalli,1100.0,2,60.0,2,133
6637,others,1044.0,2,85.0,2,245
6638,6th Phase JP Nagar,1216.0,2,60.0,2,7
6639,others,1425.0,3,55.0,3,245
6640,Hosur Road,1345.0,2,108.0,2,111
6641,Marathahalli,1248.0,2,130.0,2,170
6642,Bellandur,3600.0,4,245.0,4,44
6643,Uttarahalli,1025.0,2,35.88,2,230
6644,Lakshminarayana Pura,3050.0,2,90.0,3,162
6645,Kadubeesanahalli,1424.0,2,75.0,3,124
6646,EPIP Zone,2500.0,3,268.0,3,78
6647,others,1285.0,2,45.0,2,245
6648,Babusapalaya,1450.0,2,55.99,2,28
6649,Raja Rajeshwari Nagar,1160.0,2,70.0,2,198
6650,others,2000.0,2,95.0,3,245
6651,Uttarahalli,1125.0,2,47.65,2,230
6652,Old Madras Road,3900.0,4,175.0,4,189
6653,Raja Rajeshwari Nagar,1133.0,2,38.37,2,198
6654,Arekere,1240.0,2,60.0,2,22
6655,Devanahalli,1466.0,3,77.59,3,70
6656,others,3870.0,4,411.0,4,245
6657,Akshaya Nagar,1300.0,2,54.0,2,13
6658,Thanisandra,1996.0,4,123.0,3,223
6659,others,1320.0,2,55.0,3,245
6660,others,1835.0,3,175.0,3,245
6661,Sarjapur  Road,1435.0,3,90.0,3,208
6662,Whitefield,4097.0,3,400.0,3,239
6663,Rayasandra,1601.0,3,70.0,3,203
6664,Kadubeesanahalli,1257.0,2,93.0,2,124
6665,Iblur Village,3596.0,5,260.0,4,115
6666,Kasavanhalli,1309.0,2,95.0,2,139
6667,Yeshwanthpur,1362.0,2,100.0,2,244
6668,Whitefield,1115.0,2,55.0,2,239
6669,others,1322.0,2,61.99,2,245
6670,others,1450.0,2,65.0,3,245
6671,Banashankari,1185.0,2,67.0,2,30
6672,7th Phase JP Nagar,1790.0,3,120.0,3,8
6673,Whitefield,3450.0,4,208.0,3,239
6674,Budigere,693.0,1,27.375,1,56
6675,Devanahalli,775.0,1,39.0,1,70
6676,Hoodi,1000.0,2,48.0,2,104
6677,Thanisandra,1183.0,2,77.25,2,223
6678,others,425.0,1,15.0,1,245
6679,others,820.0,2,30.0,2,245
6680,Ramagondanahalli,1151.0,2,43.6,2,201
6681,Hulimavu,1320.0,2,59.0,3,112
6682,others,1450.0,3,68.0,3,245
6683,Hegde Nagar,1847.0,3,123.0,3,101
6684,Devanahalli,1020.0,2,49.87,1,70
6685,Somasundara Palya,1650.0,3,95.0,3,216
6686,others,2380.0,4,242.0,4,245
6687,Electronic City,2400.0,2,78.0,3,79
6688,Mysore Road,1360.0,3,47.6,3,176
6689,Brookefield,1089.0,2,49.0,2,55
6690,Yelahanka,1115.0,2,60.0,2,241
6691,Kudlu Gate,1215.0,2,45.0,2,157
6692,Sarjapur  Road,1194.0,2,51.0,2,208
6693,Kannamangala,1536.0,3,104.0,3,137
6694,Electronic City,1571.0,3,83.0,3,79
6695,others,900.0,1,70.0,2,245
6696,others,1517.0,2,125.0,2,245
6697,Budigere,664.0,1,35.4,1,56
6698, Devarachikkanahalli,1230.0,2,58.0,2,0
6699,Hegde Nagar,1340.0,2,72.0,2,101
6700,Attibele,1175.0,2,29.38,2,23
6701,Sarjapur,1240.0,2,43.1,2,207
6702,others,1576.0,2,150.0,3,245
6703,Electronic City,1470.0,2,44.1,3,79
